edge_name,fnode,tnode,length
359810,11538,6897,115.2056303
359811,514881,6893,110.6082246
359812,6893,6894,106.2513332
359813,6894,6895,111.0956616
359814,8496,7064,141.4852314
359815,7169,7055,157.5494841
359816,7006,7948,113.9920812
359817,11485,7064,160.3891516
359818,7117,11534,137.2070575
359819,4753,4752,327.5807019
359820,8674,141163,114.5587766
359821,11333,4973,115.4158756
359822,5077,11013,121.2446948
359823,10956,4933,244.9957209
359824,11870,7502,301.9835308
359826,140847,10996,449.2649771
359829,671,7548,602.4222909
359830,606,15600,62.62024174
359831,140857,13453,193.9891313
359832,112,548756,30.02953124
359833,5049,13085,98.0783943
359834,12481,1195,110.5970279
359835,1174,12432,132.5249862
359836,1313,12189,132.2042001
359837,9559,9560,146.283604
359838,3337,1264,128.7600662
359839,31055,13559,162.9283273
359840,1579,13515,44.32230625
359841,31250,141160P,111.4142884
359842,1707,140891P,138.6089724
359843,1757,14501,87.03981254
359844,10805,7379,503.1135343
359845,7824,656,159.9199613
359847,140878,7599,471.494132
359848,535,140938,2.657240897
359849,84,3173,121.9464427
359850,8266,84,83.00253092
359851,8956,863,92.43080445
359852,865,8266,107.2683105
359853,862,863,208.4784616
359854,937,30928,110.1271635
359855,9637,9638,127.0619451
359856,3226,9263,199.4751747
359857,3223,9263,131.2079409
359858,1100,9260,125.0222891
359859,9260,1135,139.0414497
359860,9262,9733,140.4323226
359861,1135,1087,187.7175796
359862,9734,1086,143.5447587
359863,2451,10327,163.5847491
359864,10325,2451,164.632624
359865,12192,6849,132.3209357
359866,6849,12190,134.1079677
359867,6855,14279,127.6946366
359868,14278,6964,125.2857638
359869,7256,7255,139.7209487
359870,7255,14817,134.8848393
359872,6680,12245,128.1102134
359873,12245,12246,123.0209125
359874,12288,12244,459.5362118
359875,7881,12296,249.2166203
359876,14282,7874,128.3460031
359877,7882,12199,312.9308218
359878,12199,12200,336.5791782
359879,631,6767,16.09914983
359880,5236,10906,147.7554992
359881,10906,15861,151.8629514
359882,15861,10903,149.0589965
359883,7725,10995,153.175691
359884,5254,7726,130.2077542
359885,10527,10526,132.489443
359886,10526,10525,160.0147618
359887,8647,8690,155.0063679
359888,8649,10856,114.4936565
359889,8648,8649,112.4793377
359890,8650,8651,117.0196873
359891,489,6752,66.00631008
359892,548,14756,50.26510367
359893,4023,12351,144.2115151
359894,11946,11945,111.3454757
359895,7244,11993,131.7135497
359896,5372,4932,135.0854207
359897,4430,8717,331.204828
359898,1144,4430,131.8954236
359899,9439,1146,162.3082077
359900,1057,1058,133.3489514
359901,1147,9491,84.06578904
359902,1059,1060,133.8038056
359903,9490,538183,144.9720208
359904,1065,8618,131.090377
359905,5739,11639,148.1106265
359906,11646,11781,98.28785931
359907,5832,11592,119.7876897
359908,5831,8976,119.8036106
359909,5776,5777,132.663869
359910,11742,5665,118.4121551
359911,5665,11830,121.5283086
359912,5664,5662,49.50718187
359913,6316,11879,121.4091868
359914,11878,11840,121.5821275
359915,11983,11269,140.4883647
359916,140893,13409,25.54536424
359917,2763,11305,393.9784642
359918,8941,8942,201.9635666
359919,8384,1022,43.75160701
359920,7411,7412,178.8221673
359921,8899,908,164.8936586
359922,927,928,164.403761
359923,8673,3169,163.4250866
359924,8602,8601,160.9405971
359925,8900,8901,164.0451604
359926,8217,901,38.69066182
359927,898,8902,132.9984048
359928,899,8904,58.41174502
359929,900,8218,132.2592723
359930,140870,3956,59.14558005
359931,655,10300,78.00281438
359932,659,5545,124.3980669
359933,11327,11324,154.9942732
359934,10303,10302,169.6832634
359935,4883,11902,102.9649204
359936,4884,4885,113.1540025
359937,4885,11901,114.2270825
359938,11901,3290,108.8451504
359939,5262,5263,121.1767007
359940,5263,10326,166.446023
359941,10090,8188,140.0493013
359942,10089,5261,141.0250327
359943,8589,8191,182.5918301
359944,1077,8515,127.8282385
359945,1216,9350,69.83891609
359946,1145,9489,107.114596
359947,9489,9439,160.2926221
359948,1138,1139,148.9430603
359949,9499,8612,138.5678723
359950,8406,9538,331.190455
359951,8516,1217,311.2472169
359952,1027,9447,331.4810149
359953,8265,828,321.5844716
359954,835,828,168.896808
359955,42,9333,40.67263303
359956,646,3091,46.59683299
359957,643,9232,52.0162937
359958,492,8340,48.19927104
359959,41,2656,102.0196888
359960,639,2590,38.69869423
359962,5389,9961,135.5711612
359963,10251,5492,132.2675458
359964,6853,1154,151.6612135
359965,6852,14367,127.7669415
359966,6851,6850,133.7858567
359967,7991,14416,222.9143288
359968,575,115,238.2985825
359969,13548,13543,236.6326541
359970,7161,514987,124.9359135
359971,7214,7215,123.463894
359972,7215,14253,122.6227267
359973,7216,514984,144.7904682
359974,6493,14251,108.8484051
359975,7992,14511,113.9557475
359976,633,1291,50.95432537
359977,14515,14513,171.6280645
359978,594,8280,133.9922966
359979,12430,7000,132.122421
359980,12429,12664,129.3253897
359981,6999,3987,126.6827832
359982,7060,7059,144.5737324
359983,2430,2431,120.7333856
359984,2431,13616,120.2864208
359985,4137,14657,150.5206545
359986,14945,2439,112.7440615
359987,2439,14989,109.9248051
359988,2435,14267,162.627092
359989,6881,12899,123.156397
359990,9039,4737,121.9383803
359991,11798,6519,141.1178044
359992,4738,9571,158.3494742
359993,11116,7625,325.6121445
359994,8392,6580,132.0560198
359995,6991,6992,127.9407238
359996,14064,7104,172.7088266
359997,14905,8491,162.0602726
359998,6809,15000,229.3925758
359999,1046,8814,139.4794146
360000,9441,1048,130.1818692
360001,1048,8717,133.5226751
360002,9159,9158,154.8928214
360003,8720,7508,155.3462253
360004,1111,9159,124.5234903
360005,9161,1111,128.622268
360006,1110,9161,121.2531881
360007,1109,1110,124.0366591
360008,9741,1136,150.9205771
360009,980,9741,151.0513457
360010,9249,9248,154.0363696
360011,9296,9298,176.2165717
360012,9300,3437,133.4196389
360013,3437,3852,152.0223314
360014,2057,9678,145.3717644
360015,2059,9681,159.8912903
360016,2910,9679,193.2755828
360017,2956,9680,165.990265
360018,10330,8502,94.71852861
360019,10329,10330,154.901947
360020,3018,3019,149.6138158
360021,3118,8265,223.6820132
360022,8327,936,137.960657
360023,941,9057,149.647483
360024,942,943,167.314689
360025,9012,9013,203.9005299
360026,9735,1087,16.20765848
360027,1973,9206,149.9597457
360028,9209,1130,150.4598211
360029,1129,9206,167.1398896
360030,9206,9207,164.568895
360031,9166,1129,163.2197368
360032,7368,7367,302.9995875
360033,9943,9941,300.6690091
360035,8144,8145,208.9932641
360036,9940,9939,247.9381942
360037,9939,8146,163.3874468
360038,10328,7406,156.0547228
360040,589,9117,23.97678223
360041,1113,1112,183.312793
360042,140779,1246,14.41565742
360043,8652,10530,128.3327986
360044,11819,7777,140.0580004
360045,1395,11312,236.1740126
360046,11312,11313,97.07526654
360047,11867,11828,316.1636815
360048,8655,11826,402.1719503
360049,8845,12214,42.13935065
360050,8656,8657,88.70976786
360051,11360,8657,236.3494222
360052,8660,8846,196.185965
360053,11552,7713,105.8010359
360054,6313,6312,133.2615748
360055,6311,12012,127.5200294
360056,6359,6358,121.5777641
360057,11788,11790,123.8049519
360058,6363,6362,132.8108874
360059,6361,12028,139.224619
360060,12030,12008,135.7371526
360061,9394,1140,25.42428804
360062,1139,3228,160.568209
360063,1140,9395,91.84355333
360064,9395,1141P,86.99349308
360065,1141,9396,153.6952752
360066,11882,5661,130.2192261
360067,5659,11293,129.2025319
360068,11293,5631,131.4161245
360069,11553,11554,113.7710422
360070,5774,5775,129.9082435
360071,11834,5778,128.3303598
360072,5778,11648,166.1204111
360073,5820,11647,25.28913151
360074,11837,11836,166.5843982
360075,6436,12032,165.2148648
360076,11176,11224,109.1603042
360077,2437,3191,101.9236078
360078,3191,140731,108.1385737
360079,2442,14740,155.1155744
360080,14940,14993,171.4677392
360082,140773,515069,96.42424504
360083,3025,8520,113.2496116
360084,3024,8518,115.9514531
360085,8511,2287,123.8750071
360086,2288,8505,162.5645106
360087,8834,8968,162.899005
360088,3771,8510,281.9152736
360089,8369,827,50.09634609
360090,8372,8371,160.3525317
360091,827,8373,146.1211703
360092,8418,8420,168.9322509
360093,8374,796,143.0873401
360094,8472,769,209.292568
360095,801,8473,200.3113092
360096,3121,775,203.1426349
360097,8474,8459,201.7598797
360098,975,976,146.2017768
360099,9368,9367,167.7115819
360100,2335,9368,195.4828209
360101,3535,3536,190.8982997
360102,3534,9295,126.9029879
360103,9301,3513,69.47760579
360104,10331,10092,404.5000904
360105,8503,3020,138.3962506
360106,1000,9447,131.05646
360107,8212,1031,169.1661161
360108,8715,999,126.0644759
360109,1030,8213,171.7772826
360110,8214,1030,178.102344
360111,960,8211,131.0858842
360112,1028,1029,181.1645505
360113,8563,8561,202.4567358
360114,8428,819,142.8442403
360115,8567,9743,199.4480039
360116,1012,1011,200.6376637
360117,8569,8568,153.9065155
360118,8716,1013,171.5703483
360119,8570,8716,173.3032091
360120,3171,8422,214.5977072
360121,946,854,176.0269697
360122,8571,3171,28.32913196
360123,1002,563756,162.1340183
360124,5620,5621,113.6529738
360127,6602,14207P,72.26056667
360128,6663,14158,133.2260038
360129,6664,14118,131.8122981
360130,6665,548880,112.7280617
360131,7096,14162,160.2494346
360132,7098,13590,159.0838327
360133,7099,7100,146.6071834
360134,13542,140882,145.3358647
360135,13691,514978,121.981987
360136,140805,57,76.37952956
360137,57,8509,186.4979577
360138,58,8810,54.64656469
360139,83,8409,24.28268824
360140,9505,3713,131.6286385
360141,9899,530087,123.53339
360142,80,9561,145.9170249
360144,7223,7332,146.5341906
360145,12581,7018,111.642044
360146,8492,14536,174.9472879
360147,14746,7393P,122.0957817
360148,13680,8024,70.16787064
360149,12853,8126,108.1477325
360150,11483,7171,168.6466783
360151,3773,2295,122.9924761
360152,8842,8192,13.19511045
360153,10794,5700,129.1298692
360154,913,8948,156.905234
360155,914,915,158.7929779
360156,8950,912,130.5550387
360157,8951,911,129.0107925
360158,8604,776,164.4420275
360159,906,907,159.6741415
360160,777,8608,167.6917985
360161,902,3459,126.610389
360162,5788,11230,108.2672853
360163,11363,6044,155.2029585
360164,6043,6045,129.4935075
360165,5799,11407,114.4287129
360166,5800,11810,140.1623098
360167,5904,11761,126.6073211
360168,5786,5787,153.0670936
360169,10071,3855,151.9884035
360170,9147,9247,190.1093825
360171,3777,3778,184.9879168
360172,2957,9683,121.7261993
360173,10076,10074,165.1217886
360174,7468,10171,220.1012111
360175,7467,10172,222.12513
360177,3544,3404,276.9804278
360178,10364,3541,155.5443825
360179,10365,10364,162.9407784
360180,3475,10365,115.7681373
360181,7375,8512,157.7723494
360182,3774,10385,133.3152323
360183,2340,10384,150.9915831
360184,3339,10382,160.0794304
360185,1280,3339,162.442912
360186,2344,2345,36.60464176
360187,10381,2343,131.3136845
360188,1284,10381,127.5665826
360189,10342,1284,131.2873928
360191,8666,8460,223.0290006
360192,9208,1132,153.4530673
360193,1124,9059,178.2841847
360194,9019,1118,203.2199991
360195,1016,1015,204.0912542
360196,1116,9011,203.1999448
360197,9011,1117,201.7470507
360198,3466,941,207.0784646
360199,1117,9010,205.2816977
360200,8506,140805,15.04907963
360201,7377,31309,162.2487755
360202,7376,10369,371.2425351
360203,2978,3981,96.32630374
360204,31308,7376,295.8708606
360205,3983,2394,137.565807
360206,10103,10104,132.5146462
360207,8565,765,203.9120168
360208,764,8463,205.9094312
360209,9692,2123,46.4977586
360210,11357,11359,107.5166485
360211,11359,8699,149.9873638
360212,8659,8846,93.475316
360213,8701,8700,99.03457059
360214,11968,11969,136.8169297
360215,8700,11968,59.50550167
360216,11817,11970,189.4809754
360217,8703,8704,98.12357742
360218,8704,11965,188.4288797
360219,11724,8706,83.55181826
360220,11725,8707,189.504601
360221,12036,5623,144.6916435
360222,11784,5667,162.4296961
360223,11638,5821,125.1584319
360224,11270,5625,175.9603314
360225,5751,11785,135.5681003
360226,12025,11987,139.1939725
360227,11987,12026,140.1089377
360228,11684,5875,129.6702352
360229,7165,6542,88.36682937
360230,14261,7156,132.6428748
360231,5787,11228,156.3822947
360232,5805,140816,130.4893207
360233,10843,6207,122.183055
360234,8298,10980,114.7646862
360235,12759,7229,158.2673451
360236,7290,14833,120.6500447
360237,14833,7291,94.1181459
360239,7345,7346,199.2388207
360241,12964,12965,142.5076953
360242,12011,6432,109.0483291
360243,7053,12563,144.7954241
360244,12563,12562,147.6447617
360245,7880,7879,133.6580435
360246,6669,6670,81.56835519
360247,7469,10170,221.0004676
360248,12296,572,403.2361547
360249,12922,12795,156.180004
360250,12834,12823,153.7310675
360252,13665,8156,145.1701614
360253,5002,10247,154.7400431
360254,10012,5117,162.6021309
360255,8458,826,157.6898797
360256,826,595,155.1858335
360257,595,15,23.99401532
360258,15,762,34.49988023
360259,762,87,138.5348612
360260,87,8461,81.67380535
360261,3779,9148,50.60945015
360262,9149,3779,110.9918213
360263,10173,7371,301.9766514
360264,7371,10174,189.985498
360265,10174,7369,26.98144923
360266,10175,3431,419.9676865
360267,635,3431,27.70301623
360268,3434,3430,154.2542113
360269,3435,3430,173.7539954
360270,3542,3546,165.987371
360271,3419,10315,165.5666604
360272,3418,3419,161.4068859
360273,10317,3467,151.6134779
360274,10318,3425,148.6482649
360275,10319,3424,158.8277087
360276,10405,3478,132.9323836
360277,820,821,175.2231044
360278,7374,821,172.6724608
360279,140811,8184,97.95200015
360280,8185,8566,13.11939024
360281,8562,8462,389.7502344
360282,8572,853,143.9567641
360283,8464,8572,47.99290554
360284,8467,1002,161.7052591
360285,1005,8466,149.7713863
360286,8470,1005,151.2285114
360287,8468,878,134.284727
360288,1097,1098,124.9141444
360289,1096,1097,142.3990251
360290,9721,2059,157.0784179
360291,9683,5470,107.8164559
360292,2909,8337,192.6715817
360293,9722,2909,183.6676727
360294,9225,3135,171.2596969
360295,9724,2955,153.3265405
360296,9723,2908,145.7901962
360297,9153,9724,137.973711
360298,8498,7106,140.0560342
360299,7105,14064,36.85679307
360300,14071,6544,112.5144055
360301,565,7167,20.25045842
360302,7167,14260,168.9167781
360303,14213,14211,121.5596277
360304,6492,6491,123.6441829
360305,7104,14065,154.6834002
360307,588,81,26.51451736
360308,140676,9342,278.3778139
360309,9396,3176,80.89531312
360310,515079,8226,11.7764238
360312,55,523,24.68687002
360313,523,8192,22.90875433
360314,9163,9164,140.3702067
360317,11770,8709,117.9903471
360318,8708,11726,251.5834604
360319,8847,8710,98.03761293
360320,11777,8711,142.7009701
360321,11778,8712,132.0660174
360322,11779,8751,136.2774731
360323,11967,8752,128.5781359
360324,8752,8700,73.08654073
360325,8550,778,144.0015138
360326,778,8610,158.8276832
360327,8610,8810,171.2694446
360328,897,3166,121.5611557
360329,8552,896,128.82329
360330,895,8810,128.1367988
360331,779,8812,169.9203019
360332,10980,6208,111.7002745
360333,10981,6209,142.3993341
360334,5013,11036,132.5628004
360335,5014,11038,131.1632478
360336,11038,5015,171.2896315
360337,5174,10942,125.0164677
360338,5175,10941,117.4821335
360339,5176,5177,21.78465407
360340,8246,5072,129.0283711
360341,10746,10745,130.7182055
360342,5122,11128,133.4925614
360343,12100,12099,146.0472471
360344,7170,12099,167.5670399
360345,7062,12526,124.4537499
360346,3477,10405,131.1663293
360347,3474,10366,137.1987729
360348,10238,2346,141.8411895
360349,2348,8971,165.2129935
360350,10198,10236,164.6496681
360351,10237,2349,124.2163075
360352,3982,10237,141.1074618
360353,1410,1411,118.2895002
360354,10197,1410,121.8121343
360355,2298,2339,133.0253465
360356,8461,821,233.923633
360357,3455,8428,230.3698845
360358,8463,820,161.0595797
360359,759,8358,121.812639
360360,3453,8356,213.6309583
360361,8319,757,144.104461
360362,9154,9153,169.516379
360363,9152,2907,145.6210722
360364,1416,10103,132.4481123
360365,10193,1242,167.4108782
360366,10143,2399,128.2772941
360367,1421,2398,137.7907744
360368,10102,1421,171.2757535
360369,5265,10519,138.432465
360370,9767,5264,131.6869155
360371,2448,10520,131.8818914
360372,7372,3116,210.3556708
360373,822,8420,168.3485753
360374,799,8420,252.7584547
360375,816,815,120.3631684
360376,755,3301,199.8451387
360377,754,815,172.2922253
360378,815,817,166.2935293
360379,1095,1096,119.5661882
360380,1089,9067,135.8367097
360381,9106,1089,118.948987
360382,8753,11820,143.4399991
360383,7606,8755,206.6533149
360384,11358,8657,167.2823758
360385,11685,11641,131.7522169
360386,11641,5877,131.691412
360387,5878,11640,133.8348784
360388,5987,5986,114.6101478
360389,5748,5749,106.1219514
360390,5749,8930,109.8955949
360391,5785,5804,123.5309312
360392,11400,5858,141.9608288
360393,10837,6171,132.2933746
360394,488,14262,461.5678389
360395,14245,6609,127.9748546
360396,6609,14246,134.1608215
360397,14146,6653,149.8820338
360398,14098,14099,11.16540404
360400,14160,7211,91.96660919
360401,14241,6654,118.3442903
360402,14242,14243,122.4633943
360403,14013,13973,102.2301669
360404,5221,5222,145.485723
360405,9824,10049,121.0212534
360406,5223,5224,135.1840668
360407,12661,7003,109.298446
360408,12659,2607,124.6290645
360409,7005,12469,120.92343
360410,12517,6897,161.8307187
360411,6897,11539,165.5380952
360412,8447,7284,156.3352281
360413,6943,6942,131.8813661
360414,10496,5530,163.0591754
360415,9921,9922,131.5777615
360416,31134,7748,111.2091581
360417,5540,5586,162.4378201
360418,4996,9630,134.4371584
360419,10062,3705,109.5025635
360420,9887,9886,156.939236
360421,9582,5438,144.6211092
360422,12523,7121,156.3313555
360423,9619,9617,134.1809875
360424,11446,7895,137.6094998
360425,890,889,149.7416056
360426,8553,8554,147.3808615
360427,59,8896,57.15777759
360428,8896,880,162.3278438
360429,8893,781,170.8737092
360430,781,782,162.0835653
360431,788,8668,130.4974434
360432,8895,8894,126.650537
360433,753,8321,195.7312969
360434,10077,3434,164.0078344
360435,3480,10079,135.6891136
360436,3482,491,67.54239538
360437,10118,3533,110.7329709
360438,3490,10125,163.688368
360439,3537,9253,80.32926884
360440,3402,10126,25.88023906
360441,9251,9250,113.6371609
360442,10358,3473,127.6785889
360443,10368,7416,212.4945796
360444,7415,10368,206.6318395
360445,7645,10406,96.86639141
360446,3422,3538,175.9866564
360447,8435,3422,166.6117911
360448,3469,10407,173.8801648
360449,10407,3539,127.815035
360450,10363,7644,186.0777027
360451,2297,588,50.26502539
360452,3775,2912,141.4839031
360453,2342,10387,144.9148665
360454,9107,9106,116.146537
360455,1088,9107,112.9416239
360456,9110,1093,138.4026361
360457,9116,1134,124.8831595
360458,1131,9116,204.9277325
360459,9211,1131,168.2735525
360460,2954,9154,174.3668952
360461,2906,9152,149.1035386
360462,9564,140682,217.2116934
360463,7856,9731,120.0494766
360464,5595,5596,225.0406182
360465,7854,39,63.72000709
360466,39,9732,92.23680579
360467,9732,637,125.368177
360468,637,4686,30.04495508
360469,9803,2447,133.5000054
360470,10518,9760,128.0219049
360471,1245,14,138.8858553
360472,2450,10324,164.1931882
360473,10321,2449,162.2150543
360474,10147,2397,140.7646879
360475,2396,3817,143.2365087
360476,2402,10148,117.754518
360477,10048,5225,136.4717109
360478,5225,10047,129.1776627
360479,14999,14998,119.8364836
360480,4942,10392,149.766716
360481,5061,9673,147.6894487
360482,9673,9476,154.1479733
360483,140830,2374,234.86577
360485,11361,8756,43.92722407
360487,15584,4038,183.3698177
360488,6861,14342,127.434324
360489,14342,6860,130.8612934
360490,15020,6916,86.41817155
360491,6916,14288,126.1771367
360492,7084,14287,177.299975
360493,14294,6968,191.494272
360494,8946,7411,164.8992293
360495,8599,8631,130.1819663
360496,1050,8558,138.084357
360497,8558,1051,132.5768208
360498,947,8560,132.4156412
360499,948,949,137.5789195
360500,954,8989,132.2391805
360501,8990,955,131.7717033
360502,8894,782,132.0123894
360503,5121,5120,137.7570937
360504,5120,11124,136.4589101
360505,11124,5119,138.3370968
360506,4965,10750,130.45162
360507,4966,4967,130.6937904
360508,10985,5068,133.6065623
360509,10986,5067,131.4919204
360510,5130,5129,136.6537986
360511,6201,11126,68.37838452
360512,10884,5070,132.7466327
360513,10597,6198,162.2168692
360514,12711,6940,132.497382
360515,6940,11536,126.9611846
360516,11536,8448,130.6513543
360517,6888,3990,328.4948489
360518,140962,13106,13.02345442
360519,7179,7180,127.2819152
360520,12611,7224,138.8813248
360521,7224,12755,102.6291523
360522,7225,12757,131.4828796
360523,12758,7228,100.0865847
360524,12975,1498,58.1597095
360525,4930,10027,113.9616851
360526,8529,10242,145.704535
360527,2347,10240,140.3359183
360528,2346,2347,144.7443535
360529,2351,2392,118.2943842
360530,3816,10239,118.4567607
360531,10429,3767,127.5637641
360532,752,8313,212.0498305
360533,751,750,161.0405605
360534,818,850,163.4146506
360536,850,8279,227.8182599
360537,8279,849,206.551254
360538,8271,848,167.0386416
360539,3438,8478,124.9350905
360540,3378,3379,137.1398516
360541,3483,3484,139.3943296
360542,3484,3401,142.0388792
360543,3489,10125,151.2520961
360544,3382,10121,151.0028508
360545,3491,10126,114.4669112
360546,4241,3492,174.3975783
360547,8416,7372,116.1290298
360548,3300,749,134.3010079
360549,8280,818,159.5352532
360550,8308,3299,164.2050503
360551,3299,852,162.0628853
360552,8277,3120,162.0489484
360553,3120,8275,163.2554337
360554,8273,8272,160.7776444
360555,8355,8357,163.9889367
360556,1133,9208,136.1101553
360557,3225,9060,136.6076109
360558,1112,1007,184.1200619
360559,9016,9160,136.6748049
360560,9014,1115,136.7656936
360561,9015,1008,133.0759469
360562,1010,1009,113.5868541
360563,2065,5428,168.2848649
360564,2953,2064,322.5660497
360565,8997,8996,166.1029208
360566,2055,8997,162.4798248
360567,4431,8215,131.3588167
360568,901,956,124.7285884
360569,957,8216,135.7153369
360570,891,892,164.5340533
360571,4432,990,192.9942001
360572,990,4431,204.1350688
360573,8898,885,153.316527
360574,997,8937,196.2148958
360576,8939,7511,301.7522118
360577,663,11972,351.5286097
360579,110,4016,49.71181512
360580,140803,4255,10.78991764
360582,111,12907,58.73194901
360583,4409,4500,11.01230937
360584,660,546630,94.50678171
360585,662,1327,6.883450855
360586,603,13181,303.5074645
360587,9704,9706,129.5134491
360588,8635,10321,167.8235482
360589,5434,5433,213.6103389
360590,5829,11398,129.7202302
360591,1929,13782,105.8698089
360593,4177,4178,30.79300768
360594,7888,12419,122.4959146
360595,12518,6950,163.8082186
360596,7763,14849,274.283668
360597,782,8891,162.482313
360598,8892,8890,44.12606817
360599,140808,783,1155.389448
360600,8230,927,164.869695
360601,539470,922,161.2882593
360602,921,539470,165.9946401
360604,920,921,164.9093291
360605,8231,926,160.81814
360606,5180,10701,170.9141762
360607,5657,5658,144.1389126
360608,5182,8830,136.4947975
360609,8830,10596,129.7071466
360610,9070,6156,163.4628924
360611,6156,9026,165.4540353
360612,10791,4963,148.4919846
360613,10793,2150,152.2084484
360614,5019,5020,152.0775878
360615,10699,4911,130.8394693
360616,4911,10698,134.2950478
360618,3421,8435,164.987549
360619,3350,3468,169.1544191
360620,10362,3350,166.0694002
360621,122,10360,135.6030275
360622,5371,5367,106.1113877
360623,9985,8197,540.3075357
360624,9986,5366,142.8460001
360625,9984,5365,133.8952112
360626,2864,10389,122.5503043
360627,10430,2914,150.1053805
360628,10391,2913,138.251755
360629,2924,2966,141.4702011
360630,10242,3980,140.2738501
360631,9345,8517,328.3667552
360632,10243,8517,145.2214909
360633,10241,2970,138.2108228
360634,3298,824,174.7405715
360635,9367,2336,229.9996296
360636,9679,8998,168.6965248
360637,9678,2056,160.1348645
360638,9299,3857,98.07447479
360639,3439,4242,123.8229569
360640,2401,2402,120.5467352
360641,2400,10146,119.4690683
360642,10523,2404,126.6953127
360643,5266,2403,131.1471696
360644,10521,5266,124.382664
360645,3984,2445,133.8121277
360646,2444,10522,126.3282259
360647,3023,3028,142.2146899
360648,8421,794,168.8699231
360649,823,813,162.6380228
360650,88,8361,50.50715057
360651,8363,758,167.515347
360652,790,8665,115.2558026
360653,7510,8364,164.2498151
360654,9857,2164,132.7992944
360655,2006,3609,109.9257428
360656,3611,2021,119.9236502
360657,9681,2058,161.4402946
360658,2827,2608,137.1187584
360659,13945,1949,139.3182236
360660,13800,1987,318.7287109
360661,988,8993,135.1516261
360662,989,8713,130.7026243
360663,993,994,146.6277978
360664,8995,995,126.2923127
360665,996,8210,123.7835319
360666,863,8958,29.51237591
360667,1023,8957,169.8914892
360668,8221,8957,165.523367
360669,10845,5016,134.0896016
360670,10842,22,95.97366629
360671,5754,5753,152.3313495
360672,5753,9953,141.3698001
360673,10988,4958,173.0264154
360674,4961,10931,124.3375111
360675,4960,10932,128.6070064
360676,4088,2743,101.2852366
360677,2585,140973,21.33863352
360678,140813,12560,30.99964219
360679,654,2480,139.7704647
360680,2010321011,12646,41.33447469
360682,12139,30966,79.09244885
360683,515073,5628,143.148229
360684,496,10559,31.54407379
360685,11022,6081,131.3404247
360686,10921,5758,130.858129
360687,3637,13804,119.1337201
360688,11016,5813,130.7422641
360689,9946,8149,231.4608182
360690,5652,6331,163.3032725
360691,10727,7663,154.6875552
360692,11503,5855,172.268731
360693,5906,11805,131.1136165
360694,6196,8297,133.2953698
360695,3462,920,160.980185
360696,930,931,164.6813642
360697,3463,930,162.1142123
360698,8908,3463,163.267775
360699,8425,855,325.3922969
360700,8424,8425,195.017644
360701,593,8425,71.61902703
360702,8422,593,15.30430739
360703,875,876,185.451439
360704,797,8380,155.5093506
360705,3380,10221,143.1095232
360706,10222,3380,132.2492247
360707,8433,10223,173.0740369
360708,3426,8433,158.0032087
360709,10119,3383,140.0503135
360710,3400,3426,65.10519945
360711,3427,3384,81.9582811
360712,10120,3428,130.0777232
360713,10314,3384,60.43269394
360714,8197,9943,513.4832352
360715,9945,5364,135.0309864
360716,5362,9943,58.5536102
360717,9944,5363,131.6079903
360718,8802,5362,39.44789907
360719,8150,9946,205.8308684
360720,8195,8151,213.4597309
360721,3420,10361,168.8566743
360722,8267,8324,170.1077853
360723,933,934,121.5932354
360724,962,963,142.0804011
360725,1084,963,159.7989177
360726,1137,9598,163.6055572
360727,9547,3232,154.6736473
360728,966,9635,121.8681293
360729,9588,966,140.5861516
360730,1056,1150,161.2931305
360731,9302,9299,102.2714094
360732,9304,3854,92.55007854
360733,3852,3853,190.9867125
360734,3855,9244,158.5184505
360735,3851,9246,160.1825372
360736,5708,10649,147.3041129
360737,10648,5707,127.6202065
360738,8933,5706,133.907506
360739,10604,5656,133.8176993
360740,661,4508,53.15561168
360741,514868,13309,119.0107541
360742,607,12817,21.87478196
360743,141175,7390,14.90142326
360744,5518,4990,127.9686993
360746,20,5355,50.14703324
360747,140842,11466,20.60273665
360748,140715,2683,65.77011855
360749,609,2629,42.46546866
360750,1965,13926,139.6322741
360751,2959,2958,75.63577133
360752,3009,9228,159.6006247
360753,15394,548090,106.9828421
360754,15123,15168,161.1152496
360755,14150,31208,436.0989633
360756,14876,8622,123.0138261
360757,3734,8527,126.1096966
360758,13432,2584,135.7371339
360759,9184,9183,101.0879535
360760,8954,1032,215.7145436
360761,1041,3177,167.1271832
360762,910,8604,140.7874563
360763,3460,910,132.6083003
360764,909,8603,140.1646199
360765,12738,6000,120.0942222
360766,5900,11911,46.27830261
360767,11905,5685,128.2574241
360768,5685,5645,137.5437838
360769,5948,11816,113.7103593
360770,5946,11854,114.5516024
360771,6017,12357,196.9840211
360772,12357,12320,196.2337785
360773,11859,140820,121.4216173
360774,11808,11759,124.5348555
360775,11758,11760,122.9960632
360776,666,12024,12.83621899
360777,103,7777,49.84174421
360778,5,10737,64.99308944
360779,68,10997,42.54183427
360780,3,5287,136.4720685
360781,65,5453,303.5859982
360782,15603,10742,159.4837391
360783,11772,1222,227.384
360784,5369,5368,149.5919313
360785,140809,9994,523.8697089
360786,9543,2861,129.3578447
360787,2868,9543,126.7004388
360788,9541,2868,125.3549322
360789,9539,2867,123.6304713
360790,2870,9391,152.1824447
360791,2869,2870,155.1704635
360792,9438,2869,117.6989814
360793,2296,9345,331.7174753
360794,2919,9347,110.2049163
360795,857,3172,338.2149586
