edge_name,fnode,tnode,length
367709,3182,2274,316.0035707
367710,12868,7677,135.1675382
367711,7677,12869,169.5876923
367712,6838,2275,130.9199011
367713,12968,7676,132.0504423
367714,2278,2279,127.6721971
367715,14883,12870,134.6450818
367716,14882,2278,136.6169938
367717,7682,12871,160.2582643
367718,13669,13670,114.1724805
367719,13670,13706,111.6569374
367720,13617,2430,119.7018165
367721,2697,14701,88.93356009
367722,14700,2699,105.7372192
367723,17522,17088,146.6320137
367724,18751,16917,136.7554984
367725,19585,19588,144.9284157
367726,15230,2254,217.9349535
367727,2254,15231,220.0806488
367728,19832,2844,172.5752422
367729,15334,2843,177.2073046
367730,2844,15335,180.1006994
367731,2886,2885,197.4756119
367732,2887,2886,188.0552011
367733,2893,15338,192.5456098
367734,2892,2890,192.5730157
367735,17527,16419,166.5525928
367736,19425,17601,167.1499486
367737,19380,17600,163.3864152
367738,16412,17526,163.6387688
367739,19483,16412,164.1387734
367740,19484,19483,165.4476651
367741,19661,16688,208.3168594
367742,16524,19274,175.8700801
367743,17249,19487P,82.71737021
367744,19580,16415,158.7603167
367745,20027,16474,145.7615576
367746,19659,16659,134.4132676
367747,16658,17850,134.3383061
367748,17904,17945,132.5057112
367749,16702,16703,137.9091617
367750,18001,18000,215.0301509
367751,18240,16656,216.0124328
367752,141002,16655,14.80663106
367753,16651,16647P,27.18367439
367754,17999,16649,128.8500559
367755,17998,17999,134.7585594
367756,16648,17998,128.4365562
367757,16646,18004,133.0545477
367758,18002,18003,135.3264232
367759,18045,18006,121.244179
367760,16603,19658,115.2696644
367761,16602,18055,311.6098926
367762,96,18055,22.70222229
367763,16596,18054,91.80632466
367764,16598,18237,131.3069474
367765,18053,16598,133.3535098
367766,16600,16599,134.6941899
367767,18103,16601,133.1552783
367768,18286,18055,118.4429298
367769,16594,16595,116.5991249
367770,16591,16590,120.0196428
367771,16592,18285,115.6255854
367772,147,18052,20.11430603
367773,18051,148,6.70744345
367774,18195,18051,111.7413841
367775,18049,16547,129.048237
367776,8492,6980,158.4344357
367777,6979,15694,173.9576313
367778,14536,6979,176.2268796
367779,6972,15431,127.6523556
367780,8291,15171,162.6879909
367781,2832,15172,167.7191053
367782,2835,2836,153.1005957
367783,15173,2838,185.4819998
367784,15174,2842,204.650174
367785,2842,15175,190.6842402
367786,15176,8331,199.2836296
367787,15177,2888,157.6506871
367788,2888,15220,142.3971076
367789,2889,546748,124.6345054
367790,2383,2384,136.2808413
367791,2329,2330,126.8879263
367792,14826,2325,132.6775776
367793,14873,3183,123.2321925
367795,8622,2332,120.0794469
367796,3183,4093,178.151218
367797,2333,14876,117.6790815
367799,15490,14439,92.34756241
367800,2308,14440,130.0338549
367801,3531,14385,148.2058598
367802,3532,14387,133.8616402
367803,2441,14660,119.2903242
367804,3189,2701,148.5895414
367805,8236,14659,93.11417135
367806,14579,13765,120.8399484
367807,3677,3678,149.7696014
367808,14777,8052,141.011201
367809,3670,14776,121.4264279
367810,14345,26586,136.67186
367811,6860,14345,130.8308764
367812,14437,548614,126.6826654
367813,2944,3884,155.0101169
367814,3845,15168,125.5553851
367815,3800,3801,149.7207707
367816,3802,3844,198.2428246
367817,3511,15851,164.464642
367818,17270,19909,174.7921472
367819,19251,19250,167.3207729
367820,17330,19802,132.5217144
367821,19909,17339,171.1958515
367822,19805,17329,167.926755
367823,19750,19898,159.3470279
367824,16781,17333,203.1411799
367825,19535,19536,191.9416809
367826,15931,19533,161.1996269
367827,15933,15934,190.9350498
367828,17308,19830,165.9147381
367829,19857,19858,164.2756986
367830,18611,16866,173.41609
367831,140993,18976,151.4556749
367832,18977,17303,156.252064
367833,15878,15870,172.3268804
367835,19771,19773,142.4357053
367836,15340,2898,63.29349655
367837,18050,19657,126.791193
367838,18107,18108,133.9415694
367839,16593,18105,129.424225
367840,18048,18047,127.9234508
367841,16541,18048,131.6836818
367842,16543,16542,133.5609691
367843,18104,18106,138.4565591
367844,16545,18283,118.2125944
367845,18194,16546,118.3513185
367846,16491,16492,339.0818029
367847,18005,141002,334.8075403
367848,18190,18005,188.3188609
367849,95,15083,6.975719949
367850,94,95,29.39357997
367851,18382,16262,121.6536099
367852,18381,18382,123.4087379
367853,16261,18254,131.4479763
367854,16260,18256,131.1767225
367855,8131,8130,132.4282316
367856,15300,18253,128.0633489
367857,16256,19353,106.9054636
367858,18339,18340,141.0108291
367859,18252,18251,102.5694255
367860,130,94,265.8763257
367861,15776,129,10.69341074
367862,17997,17005,127.3654804
367863,15675,15676,135.814532
367864,17994,15515,109.002472
367865,15446,18096,126.9502014
367866,15422,16995,23.28599507
367867,14386,3574,147.5880146
367868,14387,3579,130.4710254
367869,3574,14388,40.30510078
367870,3573,14480,174.094909
367871,14389,3583,129.7241341
367872,6971,15428,146.1367278
367873,15695,6971,125.9528212
367874,7028,15432,160.1617818
367875,7029,15429,111.4042855
367876,3324,15426,128.8227807
367877,7091,15430,136.3301674
367878,2266,2267,142.022493
367879,4038,548619,90.03217249
367880,2268,15482,137.4934054
367881,8536,2891,150.2650752
367882,15337,15222,228.6435476
367883,15224,15223,174.3082643
367884,2894,2895,166.0191481
367885,19384,2252,150.3483636
367886,2248,3882,162.0104274
367887,3882,15390,166.1482297
367888,4035,2253,256.8603955
367889,2253,15230,221.0308448
367890,14880,2333,120.3707303
367892,14879,14882,106.0508856
367893,15068,3736,190.1217453
367894,15112,3747,163.011966
367895,3742,15059,164.668749
367896,8687,7683,77.34487953
367897,652,7683,99.23639918
367898,2327,12873,170.2829431
367899,12874,7684,60.45527638
367900,536254,8381,91.19769627
367901,3631,13709,235.7392714
367903,13709,3632,123.8434583
367904,3900,3633,35.55204914
367905,2701,14603,152.0782141
367906,2600,14978,136.6750783
367907,2602,4301,126.8551778
367908,2256,15392,163.000952
367909,8966,2255,169.1116332
367910,15392,15275,167.4525037
367911,15393,2779,247.831498
367912,2780,15394,172.6327558
367913,2940,15278,199.5131829
367914,15395,2940,200.9259235
367916,19982,16471,157.9831488
367917,19379,17605,129.2474127
367918,19382,19478,135.1765946
367919,17529,19875,49.89575684
367920,16468,19426,156.3932139
367921,16421,17251,266.8080495
367922,17528,19424,162.009159
367923,19385,15980,104.9133911
367924,19276,16520,149.4951175
367925,19397,17120,214.4785653
367926,19552,19395,120.6877912
367927,19390,16842,156.2046522
367928,16842,19389,147.6806607
367929,16897,19541,158.4919915
367930,19540,16897,163.3272752
367931,15633,17951,221.6854975
367932,17954,17955,107.3050263
367933,16653,18046,117.322362
367934,16652,16491,115.4237199
367935,17955,17995,133.7472467
367936,15674,15080,132.4589633
367937,15512,17950,112.6969671
367938,18052,18055,336.523458
367939,15775,18380,47.8472667
367941,19187,16350,161.5981467
367942,15666,19144,161.1897992
367943,15661,18640,99.92856753
367944,15663,19143,168.3749447
367945,15664,19142,132.897289
367946,19092,16734,130.4996379
367947,16281,16278,186.9015809
367948,19664,16735,140.3169626
367949,19091,19664,121.4034664
367950,18599,140996,14.46140755
367951,18699,16033,192.7520092
367952,16029,18490,113.4017241
367953,18492,16028,129.470965
367954,16025,16026,126.6113515
367955,16027,18598,154.2068563
367956,15918,19185,160.3817454
367957,19136,19135,141.7318011
367960,13807,8054,121.160861
367961,13812,13813,211.2122348
367962,8796,8055,117.9814424
367963,2653,13810,124.8338581
367964,8056,8796,122.2134057
367965,3577,14390,131.9875113
367966,3581,3582,180.3813083
367967,7148,15539,133.2649363
367968,3931,15488,114.4267632
367969,2311,15489,156.4500553
367970,14335,2312,194.6257522
367971,3584,7152,150.0894571
367972,3585,3584,147.1623682
367973,14339,3585,166.9808208
367974,3627,4192,157.4662491
367975,15486,548623,126.7937229
367976,15484,7150,165.5841084
367977,15639,15640,127.4516097
367978,15480,2258,157.5811209
367979,7150,15485,186.6816924
367980,15640,2354,133.2845573
367981,2258,15483,128.8155477
367982,2305,2259,120.5580914
367983,15533,15535,170.3072961
367984,547516,547515,162.9857243
367987,18015,17858,148.5915058
367988,15437,18014,154.8918521
367989,17879,15528,158.4100332
367990,17830,17829,182.8207194
367991,15270,18317,138.1261734
367992,17860,17861,143.2215069
367993,17907,17908,146.894429
367994,139,15240,52.16382743
367995,15179,15240,181.5119214
367996,15732,17835,130.2392596
367997,17810,17909,154.9010988
367998,15730,17679,130.4649002
367999,18442,16216,164.1367614
368000,17787,15467,163.8656839
368001,17828,140987,27.03927486
368002,16998,15232,137.4872919
368003,15477,17725,118.4191197
368004,15468,17220,36.35775522
368005,17726,15519,132.9015609
368006,15232,15529,120.3478148
368007,15527,17748,126.4658777
368009,17680,15730,130.613498
368010,503,16896,24.34382814
368011,16907,19649,266.4752465
368012,19752,17076,204.6928172
368013,19795,19753,52.62888586
368014,19642,16952,146.2010451
368015,17433,19776,236.0299968
368016,19673,17149,196.8000017
368017,19168,17612,196.0741848
368018,19069,547438,172.2834156
368019,17324,17323,139.1020201
368020,19985,19399,130.2312808
368021,19935,16092,130.1446527
368022,17276,17580,163.2180421
368023,17385,275,127.5025446
368024,15339,2897,68.93243997
368025,2782,2783,167.1299392
368026,20031,15280,165.3493236
368027,2785,15280,181.7679032
368028,2786,15283,148.4464528
368029,2787,2786,150.6455566
368030,15985,2789,176.4323205
368031,15285,2790,191.254446
368032,2834,2835,187.9348974
368033,2610,12662,163.1058269
368034,19038,19037,123.8326732
368035,19768,19039,144.2606773
368036,15914,19040,127.4315183
368037,15913,15914,136.0115962
368038,19134,16301,137.3240847
368039,19035,15920,177.5801255
368040,15919,19036,154.3439384
368041,19132,19133,130.6815002
368042,19086,17172,169.807677
368043,16276,15921,139.633389
368044,19085,16276,151.7502679
368045,18493,15966,134.3239401
368046,18488,15964,132.9679423
368047,203,15971,14.99856247
368048,15968,18741,142.8598341
368049,15967,18702,191.1320249
368050,18700,16280,143.9478218
368051,15207,16302,151.0307728
368052,20013,547710,88.4677066
368053,19190,16303,134.2014321
368054,18932,18933,94.75395025
368055,18933,16682,29.06405564
368056,19660,16684,161.577554
368057,18838,16685,132.5067475
368058,16686,18837,131.4801743
368059,16677,16678,128.8118842
368060,18941,16679,131.4797302
368061,16680,18887,152.3415467
368062,13285,13286,109.0981419
368063,13470,13285,110.3072027
368064,140968,13470,22.88831292
368065,8791,2666,135.6704023
368066,7738,12917,166.372437
368067,7675,12968,145.1736098
368068,12970,12969,152.4953563
368069,7782,7783,145.182994
368070,7733,7731,88.28106628
368071,13810,3902,119.6591698
368072,13811,3636,122.2104987
368073,13712,13714,122.7401739
368074,13754,4193,125.2922761
368075,3636,13754,132.7862438
368076,13707,3634,125.271943
368077,3630,3631,134.8256012
368078,7291,14835,116.9424306
368079,7444,8594,144.6877574
368080,13612,2708,138.1755174
368081,2708,13613,142.5710509
368082,13565,3108,120.4985129
368083,13615,13568,119.2276819
368084,3154,3155,118.9976452
368085,15474,17675,116.8972801
368086,15075,17674,120.8611838
368087,15245,15244,133.0144782
368088,17622,15341,131.5066841
368089,15519,15520,120.6261935
368090,15529,15530,134.3215635
368091,16109,16110,148.5545734
368092,17684,140986,6.656372118
368093,16688,16642,216.3089148
368094,16645,19304,161.1472616
368095,17468,19702,187.13248
368096,17058,19904,168.7822501
368097,18145,19383,189.7474911
368098,19428,16469,176.733543
368099,18188,17529,239.7705568
368100,19932,19933,217.3072615
368101,16532,16527,236.2504313
368102,16526,19933,186.5314951
368103,16097,18673,148.7974677
368104,17278,17279,128.9592311
368105,18568,18570,162.1214807
368106,9827,3593,141.7368069
368107,4044,11525,131.7714352
368108,3105,3216,111.5649665
368109,13092,4222,90.05047036
368110,4749,10234,134.8698266
368111,10949,4860,126.3672152
368112,5392,10902,116.0972501
368113,9628,4774,182.9629878
368114,19308,16888,58.49399293
368115,19309,16887,170.5202826
368116,16206,16886,175.1842416
368117,19900,16884,143.7362168
368118,16884,19350,172.383128
368119,179,19739,32.49676317
368120,17073,141,10.79898261
368121,178,19837,96.94058528
368122,19836,140,47.78785004
368123,16899,177,152.1820049
368124,16944,16844,57.11270853
368125,19939,20010,172.9650455
368126,19078,17128,305.1284546
368127,17229,17230,139.1146236
368128,16681,18886,126.1455854
368129,16396,19139,114.9427796
368130,16738,16739,134.7127043
368131,19140,16738,129.808768
368132,19084,19141,134.9487649
368133,19083,16736,124.6739398
368134,16685,16686,133.172943
368135,19080,15912,133.431853
368136,16019,17759,174.5390131
368137,16015,15162,146.0792221
368138,15972,19243,147.5027776
368139,18635,16354,116.3891011
368140,16311,18635,160.3849191
368141,18634,16311,144.3862942
368142,18636,18634,142.1862202
368143,16399,19241,206.3806053
368144,16400,16399,119.8885919
368145,16183,18064,183.9180752
368146,15238,19243,140.0535944
368147,15912,19041,141.3891353
368148,19089,19082,132.9372578
368149,19082,19081,130.4513804
368150,15911,15910,130.949263
368151,16292,18885,164.4167468
368152,18698,19406,169.0026437
368153,18931,16732,160.0308227
368154,13570,140958,130.3655501
368155,3158,3159,118.2227365
368156,14658,14657,108.8701538
368157,14656,14657,23.09616189
368158,15535,7035,171.0937836
368159,15061,2261,172.5605623
368160,7035,7034,157.7847463
368161,15534,7144,165.4836724
368162,15062,15060,130.871657
368163,15536,15537,169.9221473
368164,548789,7143,99.79032406
368165,7032,7031,155.046878
368166,7094,7031,147.0000893
368167,12793,12792,157.3062952
368168,12796,7786,115.8748581
368169,7786,7785,166.2508767
368170,7729,12789,179.2925506
368171,4030,2882,136.5264636
368172,12788,7728,168.6834161
368173,13426,13428,150.5118852
368174,13427,13426,145.3704424
368175,13428,15701,117.5751524
368176,8594,14824,143.7619712
368177,14785,7444,145.1181714
368178,8045,14786,137.8188355
368179,7286,3184,129.0905703
368180,17392,19217,164.0516187
368181,17581,17440,165.7829716
368182,19064,16940,127.716773
368183,18817,19072,172.6322357
368184,18243,16698,169.2265056
368185,16699,16741,118.5712568
368186,19538,19577,193.4824806
368187,20025,20026,105.8339812
368188,16743,19332,181.7364406
368189,19537,16697,166.5381705
368190,16745,16746,163.9058707
368191,16744,16745,165.3531387
368192,18249,16528,153.6534725
368193,16578,16576,173.0348184
368194,19257,16578,160.4274721
368195,19922,19924,165.7545811
368196,19878,19879,152.9404871
368197,16639,16632,175.850048
368198,19980,16889,99.41155529
368199,19301,19812,92.49092065
368200,17286,19993,151.5080071
368201,16150,20010,159.0351625
368202,17237,19988,111.570509
368203,15331,15330,135.9255996
368204,19279,15331,202.9284995
368205,2839,2840,186.6103549
368206,2841,15333,103.8469996
368207,15935,2244,156.6821271
368208,2244,15389,151.2018433
368209,15384,15385,164.965556
368210,15385,15386,156.1568067
368211,15388,15226,165.8680442
368212,2145,9020,159.3554666
368213,13375,15862,118.6041659
368214,7229,12096,144.6872069
368215,12475,7890,145.1310395
368216,7828,10041,233.2746505
368217,8254,6059,120.8806248
368219,18189,19276,162.2594485
368220,16473,18405,176.7544948
368221,20024,18189,168.2836666
368222,16732,18835,163.9321605
368223,18835,16731,130.4757441
368224,16731,16730,130.1970508
368225,16456,19912,152.1456476
368226,18689,16459,203.6953222
368227,18689,16460,111.9891974
368228,18683,16462,179.9829466
368229,18187,204,27.18121418
368230,18739,18738,134.6828596
368231,16515,16514,162.5801498
368232,16512,16327,158.4848924
368233,18686,16515,164.0844238
368234,16509,16508,126.7905747
368235,19656,18680,125.3277068
368236,15157,15160,144.3450432
368237,19511,17761,125.6100409
368238,16118,135,74.59224978
368239,225,16189,77.31743788
368240,17716,15258,129.727158
368241,15607,17819,170.8830193
368242,18270,15768,29.22297534
368243,18268,18319,128.0090978
368244,17767,15367,133.5814328
368245,18836,18834,132.4309261
368246,18834,18936,132.1489024
368247,16728,18938,156.9619949
368248,14825,2328,128.0363035
368250,14687,7285,147.4620845
368251,14728,8043,133.5720776
368252,8001,14728,132.3759692
368253,3162,14655,98.18160537
368254,14655,3164,105.2802119
368255,8575,3909,111.0243043
368257,3679,14588,146.8780335
368258,14589,7459,143.9926075
368259,7447,2644,181.0732608
368260,14730,7446,329.890776
368261,3509,15689,146.1755464
368262,14534,14533,156.9209914
368263,3262,15690,137.9830637
368264,3265,3266,128.6283999
368265,3264,15693,130.2665941
368266,3271,3272,124.3965168
368267,15738,8476,144.0932181
368268,3319,3320,129.3194832
368269,15742,15744,127.3654154
368270,19883,17298,168.4249341
368271,16530,19875,179.3432701
368272,19881,19882,186.1477098
368273,17300,19302,148.8927464
368274,16637,16640,170.5746261
368275,16471,19981,172.464785
368276,16642,19301,205.6592058
368277,19326,16751,183.5019638
368278,19324,19325,165.8977867
368279,16753,17301,138.9002686
368280,19325,16751,161.255178
368281,17252,16469,177.772255
368282,19427,15983,167.5996811
368285,17560,17388,244.2972448
368286,18460,19216,131.2710585
368287,19529,16466,161.9863424
368288,17019,19817,79.87890905
368289,16775,19633,106.5087671
368290,16776,19632,122.2727084
368291,19754,16905,168.8453126
368292,16904,19754,161.1758612
368293,16903,16904,169.7212746
368294,16586,19956,192.7590206
368295,19956,19954,209.1606604
368296,19949,19952,163.7665898
368297,19947,19949,169.1368215
368298,19497,16840,136.9445698
368299,19262,17324,155.6585516
368300,17379,16830,148.6513731
368301,19970,16832,161.6423016
368302,16837,19995,175.2112141
368303,17380,19372,155.2976426
368304,18674,18676,132.2104755
368305,16148,19967,136.875847
368306,15226,2246,151.0840374
368307,8336,3042,124.1886591
368308,18938,18937,151.106711
368309,15974,18937,159.3982295
368310,15417,15418,35.90072184
368311,18495,18536,174.4546378
368312,18543,15311,127.4841936
368313,18426,15309,127.0749778
368314,18484,15715,134.3037005
368315,18984,16345,166.9558826
368316,18736,18681,156.5167723
368317,18737,16510,168.3837737
368318,16567,16566,132.7871503
368319,18684,18783,132.4983977
368320,16569,16568,125.9849124
368321,18685,16570,131.5272925
368322,18637,16517,172.4170978
368323,18734,16563,165.9840756
368324,18782,16355,107.8629118
368325,16406,19921,127.4878047
368326,19403,15975,183.0750784
368327,18372,18371,107.9882379
368328,15768,18269,135.4074246
368329,17883,15577,133.7545733
368330,17845,17844,155.0960729
368331,15369,15189,130.4306453
368332,15774,19764,129.6925681
368333,15450,18368,103.520293
368334,15766,15765,124.9174537
368335,19763,18324,166.7213089
368336,18321,15763,130.4483004
368337,18319,15721,131.9697197
368339,2794,140962,123.1006041
368340,8015,140962,300.5144842
368341,75,13102,45.26414746
368342,7987,13240,14.1463727
368344,13101,8012,175.2627867
368345,2793,13105,111.5669872
368346,2982,12822,155.7434931
368347,12038,31265,63.6451352
368348,8000,8001,130.0127243
368349,14702,2548,159.0207356
368350,8160,14702,142.2930625
368351,8162,8161,121.2146594
368352,13805,31141,313.1788016
368353,13804,13805P,171.0701576
368354,13803,3903,127.0888997
368355,14736,14735,173.7741938
368356,14732,3181,168.5482306
368357,14733,14734,154.5766691
368358,8377,3067,129.4473139
368359,3625,14778,101.9035805
368360,18515,17512,124.8586735
368361,17519,17696,169.0172729
368362,18511,17518,127.4737904
368363,19972,16525,191.5679004
368364,19259,16533,158.8436024
368365,16580,16533,74.80012035
368366,19254,18301,189.827884
368368,19977,19979,305.5616688
368369,19978,19977,48.70755094
368370,16889,16890,122.7045796
368371,19974,16532,231.6744761
368372,16576,19947,156.0712062
368373,19388,19387,137.9865115
368374,16841,19390,66.54048509
368375,19790,17071,203.2797709
368376,16909,16952,129.592295
368377,3042,3043,165.1369852
368378,2247,15227,165.3069289
368379,3880,15225,157.7350641
368380,2942,3881,166.6019912
368381,17548,17546,201.6202326
368382,17547,19431,114.9117093
368383,19374,19335,159.0054721
368384,16742,19374,170.3004305
368385,19434,19433,163.0086977
368386,18146,17527,165.1472398
368387,16419,16418,159.0657859
368388,16465,19528,164.7088798
368389,17307,15983,145.516155
368390,19832,19878,152.5334693
368391,19303,16583,210.5656963
368392,20003,19305,164.7142432
368393,16691,16692,166.9814877
368394,16692,19305,162.0191245
368395,20002,16691,163.9836702
368396,19306,19307,191.3599269
368397,19394,17063,133.9369105
368398,19291,17011,194.4805692
368399,19645,19646,168.145085
368400,19499,17016,232.0226987
368401,19753,16903,137.8574611
368402,19445,19697,162.3555107
368403,19798,17332,139.9258063
368404,17017,19695,195.0554294
368405,18119,16287,135.6314781
368406,18091,18116,193.2058544
368407,18485,15448,154.2005835
368408,18545,15416,138.0180915
368409,18419,192,46.83238877
368410,15193,18376,168.2382487
368411,15669,15193,165.5934726
368412,15714,18484,130.2445544
368413,19196,15670,102.9424304
368414,18986,16346,128.6020849
368415,18222,16348,123.0889723
368416,16461,15976,168.1839673
368417,18679,18682,171.1838082
368418,16405,16406,172.3937287
368419,16404,19920,149.3944774
368420,16403,19910,105.2594608
368421,16619,19405,132.1343264
368422,497,18882,70.5469251
368423,16574,16284,131.5992335
368424,18781,16575,129.1082283
368425,18883,16619,193.3812766
368426,18982,16573,148.879203
368427,17885,15465,152.597545
368428,15581,161,126.9841372
368429,17841,15581,163.3579002
368430,17800,15582,132.3913569
368431,15769,15770,124.7288606
368432,18371,18369,106.1142031
368433,17768,93,28.59988316
368434,15367,17766,124.2202009
368435,14781,3623,98.822869
368436,3669,14779,113.280989
368437,3673,14581,109.0844828
368438,3692,3693,137.012704
368439,15791,8488,19.20967507
368440,15121,15122,165.1425568
368441,15793,2304,149.4063803
368442,2299,15794,182.9199715
368443,2271,15586,125.6153659
368444,15795,2264,156.2768571
368445,2994,3927,157.7817551
368446,15590,7195,144.6717331
368447,31102,13239,71.73102837
368448,13103,13104,143.3849141
368449,2933,3876,130.2093788
368450,12776,13103,144.6379469
368451,13237,2930,124.6255134
368452,13197,13196,126.1795048
368453,3875,13238,127.3649243
368454,7986,7987,185.3842308
368455,13241,2772,130.9825175
368456,31141,3905,369.3691638
368457,3904,14611,85.64801818
368458,184,16897,25.95833176
368459,19957,19795,142.5281336
368460,16588,16589,213.2216122
368461,18289,16964,145.5853866
368462,16587,16588,201.4884172
368463,17366,19647,219.2615167
368464,16525,16779,226.8800058
368465,17054,15988,158.688897
368466,16477,15984,166.2712631
368467,19256,16533,137.21118
368468,19253,16577,178.8818192
368469,16584,16576,207.8100396
368470,16585,19948,154.2138742
368471,19799,17635,208.9201376
368472,16850,270,124.6693465
368473,17557,18563,169.2548588
368474,18823,18822,151.0711008
368475,17516,18626,155.5061838
368476,16579,19257,182.5819644
368477,17254,19298,187.9920622
368478,16747,19281,40.32602845
368479,16694,16695,198.1379065
368480,17008,16898,148.9635623
368481,19438,16844,27.19215643
368482,219,16794,25.54140066
368483,16000,17931,130.4498748
368484,18033,17168,130.6879101
368485,15886,17789,131.3876978
368486,18034,18035,131.0878846
368487,17931,17932,131.2189294
368488,17789,17790,133.4877949
368489,15881,15882,173.2840874
368490,16536,18432,158.9850985
368491,16535,17749,198.9418581
368492,17896,17895,259.6227328
368493,15267,15136,122.8214817
368494,18061,15323,134.1079609
368495,15323,15324,131.8050713
368496,17855,15382,128.10077
368497,18007,17966,30.08640834
368498,19757,17788,155.1038182
368499,15531,17890,136.7844142
368500,17863,17862,136.8628733
368501,18317,19557,133.7140999
368502,15269,18167,127.6351241
368503,16366,15261,165.8940916
368504,18443,18441,133.7264114
368505,16166,15075,176.208416
368506,16161,547587,104.8863235
368507,16160,17732,156.5023116
368508,16114,17729,128.5220126
368509,19603,15368,138.2250203
368510,17765,15257,130.89919
368511,18315,15572,31.90219681
368512,15668,15666,162.194022
368513,15309,15310,125.6048328
368514,15310,17227P,11.89384399
368515,15419,15420,110.5657136
368516,18600,18495,130.9398134
368517,17663,15305,127.3361801
368518,15412,18421,156.0166026
368519,18420,15414,118.9365863
368520,18541,19602,146.0263742
368521,18539,18538,78.64893563
368522,15313,18496,163.292361
368523,19961,19960,116.0276238
368524,16629,18239,149.4854391
368525,16573,18983,152.9472729
368526,18935,16628,136.9490434
368527,16565,16326,129.3532331
368528,18686,16516,169.0963133
368529,16452,16020,135.6078248
368530,16282,18934,166.4605677
368531,15159,17813,130.9877214
368532,207,17762,19.72066522
368533,15575,15576,30.55080155
368534,17819,17817,143.9632307
368535,4198,14611,154.1109185
368536,548903,13200,24.37790717
368537,73,8049,117.6227151
368538,14830,7338,100.4279959
368539,8049,74,122.7776545
368541,3674,14580,131.932326
368542,14982,15021,65.84906777
368543,15021,3615,61.1607664
368544,3615,15023,124.1047258
368545,15026,3617,145.7076942
368546,3617,3568,149.6789825
368547,14981,548063,111.2054724
368548,7442,3235,168.7641025
368549,2995,15542,15.99478533
368550,15543,2270,153.7431642
368551,2996,2995,176.9895766
368552,15592,15583,150.5882473
368553,15117,15116,198.4976892
368554,3793,3794,125.8049926
368555,3639,15120,138.0922084
368556,15120,3682,139.1822609
368557,3506,548146,146.9185497
368558,18193,17253,190.6645728
368559,19476,501,231.376224
368560,501,16742,23.74909763
368561,17253,19971,187.8319675
368562,19577,16699,157.112501
368563,19300,17254,189.2861339
368564,16531,18193,189.9918324
368565,19532,19482,207.6676412
368566,19579,19580,189.9362885
368567,19880,19881,188.1216123
368568,19875,19877,143.9736327
368569,16034,20004,166.4521811
368570,17492,19785,139.7242723
368571,19842,19738,177.1825752
368572,19732,17074,143.3860143
368573,16812,16813,136.3934037
368574,19733,16814,146.1702719
368575,19742,16815,141.2908945
368576,16848,16849,169.5950887
368577,156,16852,98.08304359
368578,19839,16958,168.6832803
368579,17021,19694,122.3255867
368580,19800,17456,151.260255
368581,270,18297,45.9187624
368582,15984,20031,164.2985739
368583,19906,19905,162.662124
368584,19873,17333,76.21701297
368585,19855,17460,129.7008703
368586,18909,16862,133.1631648
368587,19011,17195,139.1820816
368588,17023,17024,151.2551353
368589,18604,18347,135.1714012
368590,19150,19149,178.4311397
368591,18793,16919,97.16449149
368592,19587,19585,134.9553851
368593,16948,16949,134.234719
368594,18345,16948,161.090347
368595,16949,18796,136.5783219
368596,19892,17535,112.6932295
368597,18979,18716,153.8591995
368599,17545,18674,165.4171638
368600,15875,18723,159.607303
368601,17442,16940,28.59300239
368602,19683,16817,153.4878663
368603,16947,19588,165.3051144
368604,16991,16990,145.8793775
368605,19670,16991,142.5966524
368606,19720,17101,163.8890956
368607,18397,19719,130.5611404
368608,19718,17102,131.1211037
368609,18400,19564,158.1396611
368610,17155,18400,128.9029777
368611,17154,19525,133.5908567
368612,17153,19523,131.9610724
368613,17437,17688,157.8681167
368614,19319,18403,135.9235501
368615,329,331,11.4487402
368616,175,20009,5.013604031
368617,330,175,11.44909684
368618,17642,17381,160.1983482
368619,17381,17380,151.2978338
368620,19470,19365,135.6528907
368621,19365,17369,137.9761842
368622,18204,16226,130.5334387
368623,16226,15787,137.4225847
368624,18312,16228,127.2127184
368625,18313,16271,128.5634901
368626,18579,16298,166.2098105
368627,15293,15786,135.3684066
368628,18205,18208,120.1051694
368629,18151,16484,218.774766
368630,16436,15044,147.707471
368631,16479,18019,130.4083296
368632,16376,18366,41.87909531
368633,15236,15104,166.380417
368634,15304,15502,169.4980672
368635,18118,16240,198.2926096
368636,16289,18991,100.3650781
368637,18991,16290,108.1276343
368638,18763,16387,149.5214794
368639,15957,18656,126.4586098
368640,16336,16337,126.9785473
368641,18502,15961,152.5865246
368642,15962,18659,124.8333923
368643,18661,16552,133.6065714
368644,16503,18474,131.0346351
368645,16665,19179,149.8209495
368646,19180,16665,137.8496613
368647,16560,19120,162.6464299
368648,16555,19119,127.646711
368649,16501,18472,169.0653805
368650,18229,15241,147.5014606
368651,17662,19612,152.9238359
368652,15254,18748,144.0210081
368653,17974,17876,127.4997403
368654,18131,18952,150.8374659
368655,15815,15184,170.5825624
368656,15250,17978,179.1084012
368657,17223,15818,337.471213
368658,15196,18181,136.2259286
368659,15818,15464,329.4474786
368660,18949,15148,156.078275
368661,18755,18754,127.8589807
368663,19062,17247,199.2806666
368664,15874,18722,162.0612847
368665,16214,19897,147.0039159
368666,17441,19211,167.8038516
368667,17391,187,11.6099501
368668,278,18573,49.86361387
368669,17619,18464,126.4527706
368670,19073,17689,136.3867109
368671,19029,17575,129.0790965
